# nx 200 
# ny 200 
# zeta0    alpha   kzeta       
0.35327      0.24121      2.72586
0.35327      0.25126      2.70381
0.35327      0.26131      2.68209
0.35327      0.27136      2.66069
0.35327      0.28141      2.63962
0.35327      0.29146      2.61886
0.35327      0.30151      2.59840
0.35327      0.31156      2.57824
0.35327      0.32161      2.55838
0.35327      0.33166      2.53880
0.35327      0.34171      2.51951
0.35327      0.35176      2.50049
0.35327      0.36181      2.48173
0.35327      0.37186      2.46325
0.35327      0.38191      2.44502
0.35327      0.39196      2.42704
0.35327      0.40201      2.40932
0.35327      0.41206      2.39184
0.35327      0.42211      2.37459
0.35327      0.43216      2.35758
0.35327      0.44221      2.34080
0.35327      0.45226      2.32425
0.35327      0.46231      2.30791
0.35327      0.47236      2.29180
0.35327      0.48241      2.27589
0.35327      0.49246      2.26019
0.35327      0.50251      2.24470
0.35327      0.51256      2.22941
0.35327      0.52261      2.21431
0.35327      0.53266      2.19941
0.35327      0.54271      2.18470
0.35327      0.55276      2.17017
0.35327      0.56281      2.15583
0.35327      0.57286      2.14166
0.35327      0.58291      2.12768
0.35327      0.59296      2.11386
0.35327      0.60302      2.10022
0.35327      0.61307      2.08674
0.35327      0.62312      2.07342
0.35327      0.63317      2.06027
0.35327      0.64322      2.04727
0.35327      0.65327      2.03443
0.35327      0.66332      2.02175
0.35327      0.67337      2.00921
0.35327      0.68342      1.99682
0.35327      0.69347      1.98458
0.35327      0.70352      1.97248
0.35327      0.71357      1.96052
0.35327      0.72362      1.94869
0.35327      0.73367      1.93701
0.35327      0.74372      1.92545
0.35327      0.75377      1.91403
0.35327      0.76382      1.90274
0.35327      0.77387      1.89157
0.35327      0.78392      1.88053
0.35327      0.79397      1.86961
0.35327      0.80402      1.85881
0.35327      0.81407      1.84813
0.35327      0.82412      1.83757
0.35327      0.83417      1.82712
0.35327      0.84422      1.81679
0.35327      0.85427      1.80656
0.35327      0.86432      1.79645
0.35327      0.87437      1.78645
0.35327      0.88442      1.77655
0.35327      0.89447      1.76675
0.35327      0.90452      1.75706
0.35327      0.91457      1.74747
0.35327      0.92462      1.73799
0.35327      0.93467      1.72860
0.35327      0.94472      1.71930
0.35327      0.95477      1.71010
0.35327      0.96482      1.70100
0.35327      0.97487      1.69199
0.35327      0.98492      1.68307
0.35327      0.99497      1.67424
0.35327      1.00503      1.66550
0.35327      1.01508      1.65685
0.35327      1.02513      1.64828
0.35327      1.03518      1.63980
0.35327      1.04523      1.63140
0.35327      1.05528      1.62308
0.35327      1.06533      1.61485
0.35327      1.07538      1.60669
0.35327      1.08543      1.59862
0.35327      1.09548      1.59062
0.35327      1.10553      1.58270
0.35327      1.11558      1.57486
0.35327      1.12563      1.56708
0.35327      1.13568      1.55939
0.35327      1.14573      1.55176
0.35327      1.15578      1.54421
0.35327      1.16583      1.53673
0.35327      1.17588      1.52932
0.35327      1.18593      1.52197
0.35327      1.19598      1.51470
0.35327      1.20603      1.50749
0.35327      1.21608      1.50035
0.35327      1.22613      1.49327
0.35327      1.23618      1.48625
0.35327      1.24623      1.47930
0.35327      1.25628      1.47242
0.35327      1.26633      1.46559
0.35327      1.27638      1.45883
0.35327      1.28643      1.45212
0.35327      1.29648      1.44548
0.35327      1.30653      1.43889
0.35327      1.31658      1.43236
0.35327      1.32663      1.42589
0.35327      1.33668      1.41947
0.35327      1.34673      1.41311
0.35327      1.35678      1.40681
0.35327      1.36683      1.40056
0.35327      1.37688      1.39436
0.35327      1.38693      1.38822
0.35327      1.39698      1.38213
0.35327      1.40704      1.37609
0.35327      1.41709      1.37010
0.35327      1.42714      1.36416
0.35327      1.43719      1.35827
0.35327      1.44724      1.35243
0.35327      1.45729      1.34664
0.35327      1.46734      1.34089
0.35327      1.47739      1.33520
0.35327      1.48744      1.32955
0.35327      1.49749      1.32395
0.35327      1.50754      1.31839
0.35327      1.51759      1.31288
0.35327      1.52764      1.30741
0.35327      1.53769      1.30198
0.35327      1.54774      1.29660
0.35327      1.55779      1.29127
0.35327      1.56784      1.28597
0.35327      1.57789      1.28072
0.35327      1.58794      1.27551
0.35327      1.59799      1.27034
0.35327      1.60804      1.26521
0.35327      1.61809      1.26012
0.35327      1.62814      1.25507
0.35327      1.63819      1.25006
0.35327      1.64824      1.24509
0.35327      1.65829      1.24015
0.35327      1.66834      1.23526
0.35327      1.67839      1.23040
0.35327      1.68844      1.22558
0.35327      1.69849      1.22079
0.35327      1.70854      1.21605
0.35327      1.71859      1.21133
0.35327      1.72864      1.20666
0.35327      1.73869      1.20201
0.35327      1.74874      1.19741
0.35327      1.75879      1.19283
0.35327      1.76884      1.18829
0.35327      1.77889      1.18379
0.35327      1.78894      1.17932
0.35327      1.79899      1.17488
0.35327      1.80905      1.17047
0.35327      1.81910      1.16609
0.35327      1.82915      1.16175
0.35327      1.83920      1.15744
0.35327      1.84925      1.15316
0.35327      1.85930      1.14891
0.35327      1.86935      1.14469
0.35327      1.87940      1.14050
0.35327      1.88945      1.13634
0.35327      1.89950      1.13221
0.35327      1.90955      1.12811
0.35327      1.91960      1.12404
0.35327      1.92965      1.11999
0.35327      1.93970      1.11598
0.35327      1.94975      1.11199
0.35327      1.95980      1.10803
0.35327      1.96985      1.10410
0.35327      1.97990      1.10019
0.35327      1.98995      1.09631
0.35327      2.00000      1.09246
0.35804      0.00000      3.47517
0.35804      0.01005      3.44102
0.35804      0.02010      3.40749
0.35804      0.03015      3.37456
0.35804      0.04020      3.34221
0.35804      0.05025      3.31044
0.35804      0.06030      3.27923
0.35804      0.07035      3.24856
0.35804      0.08040      3.21842
0.35804      0.09045      3.18880
0.35804      0.10050      3.15969
0.35804      0.11055      3.13106
0.35804      0.12060      3.10292
0.35804      0.13065      3.07525
0.35804      0.14070      3.04803
0.35804      0.15075      3.02126
0.35804      0.16080      2.99493
0.35804      0.17085      2.96903
0.35804      0.18090      2.94354
0.35804      0.19095      2.91846
0.35804      0.20101      2.89378
0.35804      0.21106      2.86948
0.35804      0.22111      2.84557
0.35804      0.23116      2.82203
0.35804      0.24121      2.79885
0.35804      0.25126      2.77602
0.35804      0.26131      2.75355
0.35804      0.27136      2.73141
0.35804      0.28141      2.70960
0.35804      0.29146      2.68813
0.35804      0.30151      2.66697
0.35804      0.31156      2.64612
0.35804      0.32161      2.62557
0.35804      0.33166      2.60533
0.35804      0.34171      2.58538
0.35804      0.35176      2.56571
0.35804      0.36181      2.54633
0.35804      0.37186      2.52722
0.35804      0.38191      2.50837
0.35804      0.39196      2.48980
0.35804      0.40201      2.47148
0.35804      0.41206      2.45341
0.35804      0.42211      2.43559
0.35804      0.43216      2.41802
0.35804      0.44221      2.40068
0.35804      0.45226      2.38358
0.35804      0.46231      2.36671
0.35804      0.47236      2.35006
0.35804      0.48241      2.33364
0.35804      0.49246      2.31743
0.35804      0.50251      2.30143
0.35804      0.51256      2.28564
0.35804      0.52261      2.27005
0.35804      0.53266      2.25467
0.35804      0.54271      2.23948
0.35804      0.55276      2.22449
0.35804      0.56281      2.20968
0.35804      0.57286      2.19506
0.35804      0.58291      2.18063
0.35804      0.59296      2.16637
0.35804      0.60302      2.15229
0.35804      0.61307      2.13838
0.35804      0.62312      2.12465
0.35804      0.63317      2.11108
0.35804      0.64322      2.09767
0.35804      0.65327      2.08443
0.35804      0.66332      2.07135
0.35804      0.67337      2.05842
0.35804      0.68342      2.04564
0.35804      0.69347      2.03301
0.35804      0.70352      2.02054
0.35804      0.71357      2.00820
0.35804      0.72362      1.99601
0.35804      0.73367      1.98396
0.35804      0.74372      1.97205
0.35804      0.75377      1.96028
0.35804      0.76382      1.94864
0.35804      0.77387      1.93713
0.35804      0.78392      1.92575
0.35804      0.79397      1.91449
0.35804      0.80402      1.90337
0.35804      0.81407      1.89236
0.35804      0.82412      1.88148
0.35804      0.83417      1.87071
0.35804      0.84422      1.86007
0.35804      0.85427      1.84954
0.35804      0.86432      1.83912
0.35804      0.87437      1.82881
0.35804      0.88442      1.81862
0.35804      0.89447      1.80853
0.35804      0.90452      1.79855
0.35804      0.91457      1.78867
0.35804      0.92462      1.77890
0.35804      0.93467      1.76923
0.35804      0.94472      1.75966
0.35804      0.95477      1.75019
0.35804      0.96482      1.74082
0.35804      0.97487      1.73154
0.35804      0.98492      1.72236
0.35804      0.99497      1.71327
0.35804      1.00503      1.70428
0.35804      1.01508      1.69537
0.35804      1.02513      1.68655
0.35804      1.03518      1.67782
0.35804      1.04523      1.66918
0.35804      1.05528      1.66062
0.35804      1.06533      1.65215
0.35804      1.07538      1.64375
0.35804      1.08543      1.63544
0.35804      1.09548      1.62722
0.35804      1.10553      1.61907
0.35804      1.11558      1.61099
0.35804      1.12563      1.60300
0.35804      1.13568      1.59508
0.35804      1.14573      1.58724
0.35804      1.15578      1.57947
0.35804      1.16583      1.57178
0.35804      1.17588      1.56415
0.35804      1.18593      1.55660
0.35804      1.19598      1.54912
0.35804      1.20603      1.54170
0.35804      1.21608      1.53436
0.35804      1.22613      1.52708
0.35804      1.23618      1.51987
0.35804      1.24623      1.51272
0.35804      1.25628      1.50564
0.35804      1.26633      1.49862
0.35804      1.27638      1.49167
0.35804      1.28643      1.48477
0.35804      1.29648      1.47794
0.35804      1.30653      1.47117
0.35804      1.31658      1.46446
0.35804      1.32663      1.45781
0.35804      1.33668      1.45121
0.35804      1.34673      1.44468
0.35804      1.35678      1.43820
0.35804      1.36683      1.43177
0.35804      1.37688      1.42541
0.35804      1.38693      1.41909
0.35804      1.39698      1.41283
0.35804      1.40704      1.40663
0.35804      1.41709      1.40047
0.35804      1.42714      1.39437
0.35804      1.43719      1.38832
0.35804      1.44724      1.38232
0.35804      1.45729      1.37637
0.35804      1.46734      1.37047
0.35804      1.47739      1.36462
0.35804      1.48744      1.35881
0.35804      1.49749      1.35306
0.35804      1.50754      1.34735
0.35804      1.51759      1.34169
0.35804      1.52764      1.33607
0.35804      1.53769      1.33050
0.35804      1.54774      1.32497
0.35804      1.55779      1.31949
0.35804      1.56784      1.31406
0.35804      1.57789      1.30866
0.35804      1.58794      1.30331
0.35804      1.59799      1.29800
0.35804      1.60804      1.29273
0.35804      1.61809      1.28751
0.35804      1.62814      1.28232
0.35804      1.63819      1.27718
0.35804      1.64824      1.27207
0.35804      1.65829      1.26701
0.35804      1.66834      1.26198
0.35804      1.67839      1.25700
0.35804      1.68844      1.25205
0.35804      1.69849      1.24714
0.35804      1.70854      1.24226
0.35804      1.71859      1.23742
0.35804      1.72864      1.23262
0.35804      1.73869      1.22786
0.35804      1.74874      1.22313
0.35804      1.75879      1.21844
0.35804      1.76884      1.21378
0.35804      1.77889      1.20915
0.35804      1.78894      1.20456
0.35804      1.79899      1.20001
0.35804      1.80905      1.19549
0.35804      1.81910      1.19100
0.35804      1.82915      1.18654
0.35804      1.83920      1.18211
0.35804      1.84925      1.17772
0.35804      1.85930      1.17336
0.35804      1.86935      1.16903
0.35804      1.87940      1.16473
0.35804      1.88945      1.16047
0.35804      1.89950      1.15623
0.35804      1.90955      1.15202
0.35804      1.91960      1.14784
0.35804      1.92965      1.14370
0.35804      1.93970      1.13958
0.35804      1.94975      1.13549
0.35804      1.95980      1.13143
0.35804      1.96985      1.12739
0.35804      1.97990      1.12339
0.35804      1.98995      1.11941
0.35804      2.00000      1.11546
0.36281      0.00000      3.57447
0.36281      0.01005      3.53903
0.36281      0.02010      3.50424
0.36281      0.03015      3.47007
0.36281      0.04020      3.43652
0.36281      0.05025      3.40357
0.36281      0.06030      3.37120
0.36281      0.07035      3.33940
0.36281      0.08040      3.30815
0.36281      0.09045      3.27744
0.36281      0.10050      3.24726
0.36281      0.11055      3.21760
0.36281      0.12060      3.18843
0.36281      0.13065      3.15976
0.36281      0.14070      3.13156
0.36281      0.15075      3.10383
0.36281      0.16080      3.07656
0.36281      0.17085      3.04973
0.36281      0.18090      3.02333
0.36281      0.19095      2.99736
0.36281      0.20101      2.97180
0.36281      0.21106      2.94665
0.36281      0.22111      2.92190
0.36281      0.23116      2.89753
0.36281      0.24121      2.87354
0.36281      0.25126      2.84992
0.36281      0.26131      2.82667
0.36281      0.27136      2.80376
0.36281      0.28141      2.78121
0.36281      0.29146      2.75899
0.36281      0.30151      2.73710
0.36281      0.31156      2.71554
0.36281      0.32161      2.69430
0.36281      0.33166      2.67336
0.36281      0.34171      2.65273
0.36281      0.35176      2.63240
0.36281      0.36181      2.61236
0.36281      0.37186      2.59261
0.36281      0.38191      2.57314
0.36281      0.39196      2.55394
0.36281      0.40201      2.53501
0.36281      0.41206      2.51634
0.36281      0.42211      2.49793
0.36281      0.43216      2.47978
0.36281      0.44221      2.46187
0.36281      0.45226      2.44420
0.36281      0.46231      2.42678
0.36281      0.47236      2.40958
0.36281      0.48241      2.39262
0.36281      0.49246      2.37588
0.36281      0.50251      2.35936
0.36281      0.51256      2.34306
0.36281      0.52261      2.32697
0.36281      0.53266      2.31109
0.36281      0.54271      2.29541
0.36281      0.55276      2.27994
0.36281      0.56281      2.26466
0.36281      0.57286      2.24957
0.36281      0.58291      2.23468
0.36281      0.59296      2.21997
0.36281      0.60302      2.20544
0.36281      0.61307      2.19109
0.36281      0.62312      2.17692
0.36281      0.63317      2.16293
0.36281      0.64322      2.14910
0.36281      0.65327      2.13544
0.36281      0.66332      2.12194
0.36281      0.67337      2.10861
0.36281      0.68342      2.09544
0.36281      0.69347      2.08242
0.36281      0.70352      2.06955
0.36281      0.71357      2.05684
0.36281      0.72362      2.04427
0.36281      0.73367      2.03185
0.36281      0.74372      2.01957
0.36281      0.75377      2.00744
0.36281      0.76382      1.99544
0.36281      0.77387      1.98358
0.36281      0.78392      1.97185
0.36281      0.79397      1.96025
0.36281      0.80402      1.94879
0.36281      0.81407      1.93745
0.36281      0.82412      1.92624
0.36281      0.83417      1.91515
0.36281      0.84422      1.90418
0.36281      0.85427      1.89333
0.36281      0.86432      1.88260
0.36281      0.87437      1.87198
0.36281      0.88442      1.86148
0.36281      0.89447      1.85110
0.36281      0.90452      1.84082
0.36281      0.91457      1.83065
0.36281      0.92462      1.82059
0.36281      0.93467      1.81063
0.36281      0.94472      1.80078
0.36281      0.95477      1.79103
0.36281      0.96482      1.78138
0.36281      0.97487      1.77183
0.36281      0.98492      1.76238
0.36281      0.99497      1.75302
0.36281      1.00503      1.74376
0.36281      1.01508      1.73459
0.36281      1.02513      1.72552
0.36281      1.03518      1.71654
0.36281      1.04523      1.70764
0.36281      1.05528      1.69883
0.36281      1.06533      1.69012
0.36281      1.07538      1.68148
0.36281      1.08543      1.67293
0.36281      1.09548      1.66447
0.36281      1.10553      1.65608
0.36281      1.11558      1.64778
0.36281      1.12563      1.63956
0.36281      1.13568      1.63141
0.36281      1.14573      1.62334
0.36281      1.15578      1.61535
0.36281      1.16583      1.60744
0.36281      1.17588      1.59960
0.36281      1.18593      1.59183
0.36281      1.19598      1.58414
0.36281      1.20603      1.57651
0.36281      1.21608      1.56896
0.36281      1.22613      1.56148
0.36281      1.23618      1.55406
0.36281      1.24623      1.54672
0.36281      1.25628      1.53944
0.36281      1.26633      1.53222
0.36281      1.27638      1.52507
0.36281      1.28643      1.51799
0.36281      1.29648      1.51096
0.36281      1.30653      1.50400
0.36281      1.31658      1.49711
0.36281      1.32663      1.49027
0.36281      1.33668      1.48349
0.36281      1.34673      1.47678
0.36281      1.35678      1.47012
0.36281      1.36683      1.46352
0.36281      1.37688      1.45697
0.36281      1.38693      1.45048
0.36281      1.39698      1.44405
0.36281      1.40704      1.43768
0.36281      1.41709      1.43135
0.36281      1.42714      1.42508
0.36281      1.43719      1.41887
0.36281      1.44724      1.41270
0.36281      1.45729      1.40659
0.36281      1.46734      1.40053
0.36281      1.47739      1.39452
0.36281      1.48744      1.38856
0.36281      1.49749      1.38265
0.36281      1.50754      1.37678
0.36281      1.51759      1.37097
0.36281      1.52764      1.36520
0.36281      1.53769      1.35948
0.36281      1.54774      1.35381
0.36281      1.55779      1.34818
0.36281      1.56784      1.34259
0.36281      1.57789      1.33706
0.36281      1.58794      1.33156
0.36281      1.59799      1.32611
0.36281      1.60804      1.32070
0.36281      1.61809      1.31534
0.36281      1.62814      1.31001
0.36281      1.63819      1.30473
0.36281      1.64824      1.29949
0.36281      1.65829      1.29429
0.36281      1.66834      1.28913
0.36281      1.67839      1.28401
0.36281      1.68844      1.27893
0.36281      1.69849      1.27389
0.36281      1.70854      1.26889
0.36281      1.71859      1.26393
0.36281      1.72864      1.25900
0.36281      1.73869      1.25411
0.36281      1.74874      1.24926
0.36281      1.75879      1.24444
0.36281      1.76884      1.23966
0.36281      1.77889      1.23491
0.36281      1.78894      1.23020
0.36281      1.79899      1.22553
0.36281      1.80905      1.22089
0.36281      1.81910      1.21628
0.36281      1.82915      1.21171
0.36281      1.83920      1.20717
0.36281      1.84925      1.20266
0.36281      1.85930      1.19819
0.36281      1.86935      1.19375
0.36281      1.87940      1.18934
0.36281      1.88945      1.18496
0.36281      1.89950      1.18062
0.36281      1.90955      1.17630
0.36281      1.91960      1.17202
0.36281      1.92965      1.16776
0.36281      1.93970      1.16354
0.36281      1.94975      1.15934
0.36281      1.95980      1.15518
0.36281      1.96985      1.15104
0.36281      1.97990      1.14693
0.36281      1.98995      1.14285
0.36281      2.00000      1.13880
0.36759      0.00000      3.67638
0.36759      0.01005      3.63961
0.36759      0.02010      3.60351
0.36759      0.03015      3.56806
0.36759      0.04020      3.53326
0.36759      0.05025      3.49909
0.36759      0.06030      3.46552
0.36759      0.07035      3.43254
0.36759      0.08040      3.40015
0.36759      0.09045      3.36832
0.36759      0.10050      3.33704
0.36759      0.11055      3.30629
0.36759      0.12060      3.27607
0.36759      0.13065      3.24636
0.36759      0.14070      3.21715
0.36759      0.15075      3.18842
0.36759      0.16080      3.16017
0.36759      0.17085      3.13239
0.36759      0.18090      3.10506
0.36759      0.19095      3.07817
0.36759      0.20101      3.05171
0.36759      0.21106      3.02567
0.36759      0.22111      3.00005
0.36759      0.23116      2.97483
0.36759      0.24121      2.95000
0.36759      0.25126      2.92556
0.36759      0.26131      2.90150
0.36759      0.27136      2.87781
0.36759      0.28141      2.85447
0.36759      0.29146      2.83149
0.36759      0.30151      2.80886
0.36759      0.31156      2.78656
0.36759      0.32161      2.76459
0.36759      0.33166      2.74295
0.36759      0.34171      2.72162
0.36759      0.35176      2.70060
0.36759      0.36181      2.67989
0.36759      0.37186      2.65947
0.36759      0.38191      2.63935
0.36759      0.39196      2.61951
0.36759      0.40201      2.59995
0.36759      0.41206      2.58066
0.36759      0.42211      2.56164
0.36759      0.43216      2.54289
0.36759      0.44221      2.52439
0.36759      0.45226      2.50614
0.36759      0.46231      2.48815
0.36759      0.47236      2.47039
0.36759      0.48241      2.45288
0.36759      0.49246      2.43559
0.36759      0.50251      2.41854
0.36759      0.51256      2.40171
0.36759      0.52261      2.38510
0.36759      0.53266      2.36871
0.36759      0.54271      2.35253
0.36759      0.55276      2.33656
0.36759      0.56281      2.32079
0.36759      0.57286      2.30522
0.36759      0.58291      2.28985
0.36759      0.59296      2.27468
0.36759      0.60302      2.25969
0.36759      0.61307      2.24489
0.36759      0.62312      2.23027
0.36759      0.63317      2.21583
0.36759      0.64322      2.20157
0.36759      0.65327      2.18749
0.36759      0.66332      2.17357
0.36759      0.67337      2.15982
0.36759      0.68342      2.14624
0.36759      0.69347      2.13282
0.36759      0.70352      2.11955
0.36759      0.71357      2.10644
0.36759      0.72362      2.09349
0.36759      0.73367      2.08069
0.36759      0.74372      2.06803
0.36759      0.75377      2.05553
0.36759      0.76382      2.04316
0.36759      0.77387      2.03094
0.36759      0.78392      2.01885
0.36759      0.79397      2.00691
0.36759      0.80402      1.99509
0.36759      0.81407      1.98341
0.36759      0.82412      1.97186
0.36759      0.83417      1.96044
0.36759      0.84422      1.94914
0.36759      0.85427      1.93797
0.36759      0.86432      1.92691
0.36759      0.87437      1.91598
0.36759      0.88442      1.90517
0.36759      0.89447      1.89447
0.36759      0.90452      1.88389
0.36759      0.91457      1.87342
0.36759      0.92462      1.86306
0.36759      0.93467      1.85281
0.36759      0.94472      1.84266
0.36759      0.95477      1.83263
0.36759      0.96482      1.82269
0.36759      0.97487      1.81287
0.36759      0.98492      1.80314
0.36759      0.99497      1.79351
0.36759      1.00503      1.78398
0.36759      1.01508      1.77454
0.36759      1.02513      1.76520
0.36759      1.03518      1.75596
0.36759      1.04523      1.74681
0.36759      1.05528      1.73775
0.36759      1.06533      1.72878
0.36759      1.07538      1.71989
0.36759      1.08543      1.71110
0.36759      1.09548      1.70239
0.36759      1.10553      1.69377
0.36759      1.11558      1.68522
0.36759      1.12563      1.67677
0.36759      1.13568      1.66839
0.36759      1.14573      1.66009
0.36759      1.15578      1.65188
0.36759      1.16583      1.64374
0.36759      1.17588      1.63567
0.36759      1.18593      1.62769
0.36759      1.19598      1.61978
0.36759      1.20603      1.61194
0.36759      1.21608      1.60417
0.36759      1.22613      1.59648
0.36759      1.23618      1.58886
0.36759      1.24623      1.58130
0.36759      1.25628      1.57382
0.36759      1.26633      1.56640
0.36759      1.27638      1.55905
0.36759      1.28643      1.55177
0.36759      1.29648      1.54456
0.36759      1.30653      1.53740
0.36759      1.31658      1.53031
0.36759      1.32663      1.52329
0.36759      1.33668      1.51632
0.36759      1.34673      1.50942
0.36759      1.35678      1.50258
0.36759      1.36683      1.49580
0.36759      1.37688      1.48907
0.36759      1.38693      1.48241
0.36759      1.39698      1.47580
0.36759      1.40704      1.46925
0.36759      1.41709      1.46275
0.36759      1.42714      1.45631
0.36759      1.43719      1.44993
0.36759      1.44724      1.44360
0.36759      1.45729      1.43732
0.36759      1.46734      1.43109
0.36759      1.47739      1.42492
0.36759      1.48744      1.41880
0.36759      1.49749      1.41273
0.36759      1.50754      1.40671
0.36759      1.51759      1.40073
0.36759      1.52764      1.39481
0.36759      1.53769      1.38894
0.36759      1.54774      1.38311
0.36759      1.55779      1.37733
0.36759      1.56784      1.37160
0.36759      1.57789      1.36591
0.36759      1.58794      1.36027
0.36759      1.59799      1.35467
0.36759      1.60804      1.34912
0.36759      1.61809      1.34361
0.36759      1.62814      1.33815
0.36759      1.63819      1.33273
0.36759      1.64824      1.32735
0.36759      1.65829      1.32201
0.36759      1.66834      1.31672
0.36759      1.67839      1.31146
0.36759      1.68844      1.30625
0.36759      1.69849      1.30108
0.36759      1.70854      1.29594
0.36759      1.71859      1.29085
0.36759      1.72864      1.28579
0.36759      1.73869      1.28077
0.36759      1.74874      1.27579
0.36759      1.75879      1.27085
0.36759      1.76884      1.26595
0.36759      1.77889      1.26108
0.36759      1.78894      1.25625
0.36759      1.79899      1.25145
0.36759      1.80905      1.24669
0.36759      1.81910      1.24196
0.36759      1.82915      1.23727
0.36759      1.83920      1.23262
0.36759      1.84925      1.22799
0.36759      1.85930      1.22340
0.36759      1.86935      1.21885
0.36759      1.87940      1.21432
0.36759      1.88945      1.20983
0.36759      1.89950      1.20538
0.36759      1.90955      1.20095
0.36759      1.91960      1.19656
0.36759      1.92965      1.19219
0.36759      1.93970      1.18786
0.36759      1.94975      1.18356
0.36759      1.95980      1.17929
0.36759      1.96985      1.17504
0.36759      1.97990      1.17083
0.36759      1.98995      1.16665
0.36759      2.00000      1.16250
0.37236      0.00000      3.78100
0.37236      0.01005      3.74284
0.37236      0.02010      3.70538
0.37236      0.03015      3.66861
0.37236      0.04020      3.63252
0.37236      0.05025      3.59707
0.37236      0.06030      3.56227
0.37236      0.07035      3.52808
0.37236      0.08040      3.49449
0.37236      0.09045      3.46150
0.37236      0.10050      3.42908
0.37236      0.11055      3.39722
0.37236      0.12060      3.36590
0.37236      0.13065      3.33512
0.37236      0.14070      3.30486
0.37236      0.15075      3.27511
0.37236      0.16080      3.24585
0.37236      0.17085      3.21707
0.37236      0.18090      3.18877
0.37236      0.19095      3.16093
0.37236      0.20101      3.13354
0.37236      0.21106      3.10659
0.37236      0.22111      3.08007
0.37236      0.23116      3.05397
0.37236      0.24121      3.02828
0.37236      0.25126      3.00299
0.37236      0.26131      2.97810
0.37236      0.27136      2.95359
0.37236      0.28141      2.92945
0.37236      0.29146      2.90568
0.37236      0.30151      2.88228
0.37236      0.31156      2.85922
0.37236      0.32161      2.83650
0.37236      0.33166      2.81413
0.37236      0.34171      2.79208
0.37236      0.35176      2.77036
0.37236      0.36181      2.74895
0.37236      0.37186      2.72785
0.37236      0.38191      2.70705
0.37236      0.39196      2.68655
0.37236      0.40201      2.66634
0.37236      0.41206      2.64641
0.37236      0.42211      2.62677
0.37236      0.43216      2.60739
0.37236      0.44221      2.58829
0.37236      0.45226      2.56944
0.37236      0.46231      2.55086
0.37236      0.47236      2.53252
0.37236      0.48241      2.51444
0.37236      0.49246      2.49659
0.37236      0.50251      2.47899
0.37236      0.51256      2.46162
0.37236      0.52261      2.44447
0.37236      0.53266      2.42755
0.37236      0.54271      2.41086
0.37236      0.55276      2.39437
0.37236      0.56281      2.37810
0.37236      0.57286      2.36204
0.37236      0.58291      2.34618
0.37236      0.59296      2.33053
0.37236      0.60302      2.31507
0.37236      0.61307      2.29980
0.37236      0.62312      2.28473
0.37236      0.63317      2.26984
0.37236      0.64322      2.25513
0.37236      0.65327      2.24060
0.37236      0.66332      2.22625
0.37236      0.67337      2.21208
0.37236      0.68342      2.19807
0.37236      0.69347      2.18423
0.37236      0.70352      2.17056
0.37236      0.71357      2.15705
0.37236      0.72362      2.14370
0.37236      0.73367      2.13050
0.37236      0.74372      2.11746
0.37236      0.75377      2.10457
0.37236      0.76382      2.09183
0.37236      0.77387      2.07924
0.37236      0.78392      2.06679
0.37236      0.79397      2.05448
0.37236      0.80402      2.04231
0.37236      0.81407      2.03027
0.37236      0.82412      2.01837
0.37236      0.83417      2.00661
0.37236      0.84422      1.99497
0.37236      0.85427      1.98346
0.37236      0.86432      1.97208
0.37236      0.87437      1.96082
0.37236      0.88442      1.94969
0.37236      0.89447      1.93867
0.37236      0.90452      1.92778
0.37236      0.91457      1.91700
0.37236      0.92462      1.90633
0.37236      0.93467      1.89578
0.37236      0.94472      1.88534
0.37236      0.95477      1.87501
0.37236      0.96482      1.86479
0.37236      0.97487      1.85467
0.37236      0.98492      1.84466
0.37236      0.99497      1.83475
0.37236      1.00503      1.82494
0.37236      1.01508      1.81523
0.37236      1.02513      1.80562
0.37236      1.03518      1.79611
0.37236      1.04523      1.78670
0.37236      1.05528      1.77737
0.37236      1.06533      1.76814
0.37236      1.07538      1.75901
0.37236      1.08543      1.74996
0.37236      1.09548      1.74100
0.37236      1.10553      1.73213
0.37236      1.11558      1.72335
0.37236      1.12563      1.71465
0.37236      1.13568      1.70603
0.37236      1.14573      1.69750
0.37236      1.15578      1.68905
0.37236      1.16583      1.68068
0.37236      1.17588      1.67239
0.37236      1.18593      1.66418
0.37236      1.19598      1.65605
0.37236      1.20603      1.64799
0.37236      1.21608      1.64001
0.37236      1.22613      1.63210
0.37236      1.23618      1.62426
0.37236      1.24623      1.61650
0.37236      1.25628      1.60880
0.37236      1.26633      1.60118
0.37236      1.27638      1.59363
0.37236      1.28643      1.58615
0.37236      1.29648      1.57873
0.37236      1.30653      1.57138
0.37236      1.31658      1.56409
0.37236      1.32663      1.55687
0.37236      1.33668      1.54972
0.37236      1.34673      1.54263
0.37236      1.35678      1.53560
0.37236      1.36683      1.52863
0.37236      1.37688      1.52172
0.37236      1.38693      1.51487
0.37236      1.39698      1.50809
0.37236      1.40704      1.50136
0.37236      1.41709      1.49468
0.37236      1.42714      1.48807
0.37236      1.43719      1.48151
0.37236      1.44724      1.47501
0.37236      1.45729      1.46856
0.37236      1.46734      1.46217
0.37236      1.47739      1.45583
0.37236      1.48744      1.44954
0.37236      1.49749      1.44331
0.37236      1.50754      1.43712
0.37236      1.51759      1.43099
0.37236      1.52764      1.42491
0.37236      1.53769      1.41888
0.37236      1.54774      1.41290
